race,driver,variable,Cluster,Percentage_of_Lap,Min,Max,Avg
Emilia_Romagna_Grand_Prix,ALB,rpm,1,84.31372549019608,2934.505982083504,12231.28669928099,10488.138880709372
Emilia_Romagna_Grand_Prix,ALB,rpm,2,11.76470588235294,6170.8323838458655,12284.405582412855,10867.651513704997
Emilia_Romagna_Grand_Prix,ALB,rpm,3,3.9215686274509802,6381.930444786293,12203.03627777563,10644.80780947427
Emilia_Romagna_Grand_Prix,ALO,rpm,0,2.0,6881.8444331963055,11970.64383081122,10782.795611665675
Emilia_Romagna_Grand_Prix,ALO,rpm,1,12.0,3335.531685626644,11991.486021163495,10609.946728088591
Emilia_Romagna_Grand_Prix,ALO,rpm,2,18.0,6206.671101254281,12202.51116320548,10844.399652142041
Emilia_Romagna_Grand_Prix,ALO,rpm,3,68.0,3762.087053283633,13154.787769001927,10567.907863178014
Emilia_Romagna_Grand_Prix,ANT,rpm,0,35.0,4609.174755035852,12397.551295181376,10875.110227901378
Emilia_Romagna_Grand_Prix,ANT,rpm,2,10.0,6444.312150895205,12247.0,10904.987726318306
Emilia_Romagna_Grand_Prix,ANT,rpm,3,52.5,4599.419049295299,12404.527916582509,10812.478823938243
Emilia_Romagna_Grand_Prix,ANT,rpm,4,2.5,6426.978435389331,12288.492928370255,10765.659429409423
Emilia_Romagna_Grand_Prix,BEA,rpm,0,8.0,4704.835948097298,12106.985527555717,10297.37041082434
Emilia_Romagna_Grand_Prix,BEA,rpm,1,10.0,4469.711538179541,12173.027321503268,10405.176289249517
Emilia_Romagna_Grand_Prix,BEA,rpm,2,12.0,6698.897658463409,12243.257664867737,10839.394741350476
Emilia_Romagna_Grand_Prix,BEA,rpm,4,70.0,2913.3367314071274,12444.28811960049,10558.927347928877
Emilia_Romagna_Grand_Prix,BOR,rpm,0,8.16326530612245,3375.5277413801546,11987.382734004992,10293.46914263624
Emilia_Romagna_Grand_Prix,BOR,rpm,1,6.122448979591836,3126.2453568316582,12110.161425143835,9774.309646304291
Emilia_Romagna_Grand_Prix,BOR,rpm,2,26.53061224489796,4812.914062888416,12038.179782217398,10902.024391837187
Emilia_Romagna_Grand_Prix,BOR,rpm,3,12.244897959183673,3307.5602510374733,12140.706639212834,10061.067203003964
Emilia_Romagna_Grand_Prix,BOR,rpm,4,46.93877551020408,3177.0594962422456,12325.844253809732,10436.240677412488
Emilia_Romagna_Grand_Prix,COL,rpm,0,66.0,3340.978110568927,12413.635756841515,10589.50419663002
Emilia_Romagna_Grand_Prix,COL,rpm,1,4.0,5181.12592143646,11926.67918690645,10504.355642995279
Emilia_Romagna_Grand_Prix,COL,rpm,2,26.0,5437.882458002841,12199.288256543925,10772.189888552317
Emilia_Romagna_Grand_Prix,COL,rpm,4,4.0,4154.150807459919,11863.467293075746,10252.326899589505
Emilia_Romagna_Grand_Prix,GAS,rpm,0,62.0,4167.356253432821,12523.264294217339,10476.58208334646
Emilia_Romagna_Grand_Prix,GAS,rpm,2,30.0,6553.624725896217,12134.715481811047,10833.391428986573
Emilia_Romagna_Grand_Prix,GAS,rpm,3,2.0,5670.188520282949,11887.564239640258,10411.711316333338
